"id","Protein_ID","norm_rel_fc_127N_Control","norm_rel_fc_128N_Control","norm_rel_fc_129N_Control","norm_rel_fc_130N_Control","norm_rel_fc_131N_Control","norm_rel_fc_127C_Control","norm_rel_fc_128C_Control","norm_rel_fc_129C_Control","norm_rel_fc_130C_Control","norm_rel_fc_131C_Control","a_Control","b_Control","meltPoint_Control","inflPoint_Control","slope_Control","plateau_Control","R_sq_Control","diff_meltP_RNase_vs_Control","min_slope_RNase_vs_Control","pVal_adj_RNase_vs_Control","passed_filter_RNase_vs_Control","protein_identified_in_Control","model_converged_Control","sufficient_data_for_fit_Control","qupm_Control","qssm_Control","count","mean_dist","p_value","p_adj"
"CDC5L complex","SNRPD1",0.998436795780268,0.976779305727533,0.749092590368917,0.898221586793622,1.0442122314189,0.79577584162988,1.08587375068409,0.712093449150781,0.616168421336194,0.472743365561606,4176.77681444845,67.6308755064966,NA,61.7045023174723,-0.128091579441146,0.532531556119977,0.62675182128418,NA,-0.128091579441146,NA,FALSE,TRUE,TRUE,TRUE,5,320,27,1.04511238664751,0.3023,0.559686857142857
"CDC5L complex","DYNC1H1",0.998436795780268,1.00314614819578,0.984362974796529,0.914026398819673,0.7544722281912,0.526830868977467,0.263254789425418,0.217715577649917,0.174639292620447,0.164088169702347,799.561834882145,15.5411059579478,52.6239465751866,50.618936957566,-0.0655028414410252,0.146677794828781,0.998709225357277,0,-0.0655028414410252,NA,TRUE,TRUE,TRUE,TRUE,134,2940,27,1.04511238664751,0.3023,0.559686857142857
"CDC5L complex","GCN1",0.998436795780268,0.774747223528671,0.650745952172035,0.482820793847421,0.354924677990256,0.397860145558237,0.220987921977287,0.201122915713209,0.181839002919666,0.158601615261178,510.385136676104,11.6400372658048,45.5803769749424,42.6131902840361,-0.0560936224323151,0.178806732970754,0.965152700857321,0,-0.0560936224323151,NA,TRUE,TRUE,TRUE,TRUE,28,389,27,1.04511238664751,0.3023,0.559686857142857
"CDC5L complex","SNRPA",0.998436795780268,1.00814324345309,1.13373876604636,0.897097115786117,0.867562175956289,1.1899759252743,0.686228012089531,0.677872253508627,0.406023232046822,0.359921872956648,1057.43297103707,17.0146927594217,63.7724739778713,61.308792085214,-0.0571850493544754,0.175834572415792,0.836524510191358,0,-0.0571850493544754,NA,TRUE,TRUE,TRUE,TRUE,12,409,27,1.04511238664751,0.3023,0.559686857142857
"CDC5L complex","PRKDC",0.998436795780268,0.86351008688877,0.692914481416301,0.478787262533493,0.314624374275666,0.442135067100106,0.179875081602896,0.165728570939612,0.142228043165454,0.129811907599993,563.534162251897,12.6562322498114,45.8526121601484,43.4584851950585,-0.0616582396071865,0.153287285358485,0.947617490825385,0,-0.0616582396071865,NA,TRUE,TRUE,TRUE,TRUE,70,1228,27,1.04511238664751,0.3023,0.559686857142857
"CDC5L complex","SF3B2",0.998436795780268,0.891449390104051,0.914466458764309,0.986946332521258,0.898954908961223,0.864887488848817,0.450160930409731,0.329390937952393,0.288920846026326,0.259781333075081,1105.64514775856,19.9068161744666,57.4308781842999,54.989649958054,-0.0687575038357734,0.240295058827227,0.971300340145749,0,-0.0687575038357734,NA,TRUE,TRUE,TRUE,TRUE,30,849,27,1.04511238664751,0.3023,0.559686857142857
"CDC5L core complex","PLRG1",0.998436795780268,0.964773964820879,1.04205194642548,1.12777279043047,1.38604913782891,0.931634015129154,0.922162633237996,0.832752663177315,0.54137057620106,0.391343147386635,1587.51976682138,24.1538001266052,65.7254707738719,65.2798987906659,-0.0925023117120028,0,0.753800519472829,0,-0.0925023117120028,NA,FALSE,TRUE,TRUE,TRUE,7,140,6,0.939763219972048,0.3561,0.60091875
"CDC5L core complex","BCAS2",0.998436795780268,0.990555381580932,1.15069149907605,1.1901354654676,1.24744172838896,0.937661552246643,0.583289372086717,0.314744693116076,0.205570752802414,0.340467890413534,2021.01758266415,35.2154141658944,58.6616664514573,57.2060192828776,-0.112816317255653,0.266940304104701,0.906740829800896,0,-0.112816317255653,NA,TRUE,TRUE,TRUE,TRUE,15,337,6,0.939763219972048,0.3561,0.60091875
"CDC5L core complex","GCN1",0.998436795780268,0.774747223528671,0.650745952172035,0.482820793847421,0.354924677990256,0.397860145558237,0.220987921977287,0.201122915713209,0.181839002919666,0.158601615261178,510.385136676104,11.6400372658048,45.5803769749424,42.6131902840361,-0.0560936224323151,0.178806732970754,0.965152700857321,0,-0.0560936224323151,NA,TRUE,TRUE,TRUE,TRUE,28,389,6,0.939763219972048,0.3561,0.60091875
"CDC5L core complex","CDC5L",0.998436795780268,0.867265379753909,0.903023630337132,0.75702512223175,0.625805954892498,0.819558021721318,0.346804053902664,0.290735587278544,0.280315554292924,0.215827132082002,370.157677786949,6.69788268914942,55.2648979224893,50.9634774661953,-0.0329278465484963,0,0.900351173129544,0,-0.0329278465484963,NA,TRUE,TRUE,TRUE,TRUE,10,120,6,0.939763219972048,0.3561,0.60091875
"CDC5L core complex","PRPF19",0.998436795780268,1.08868047161146,0.976366122921794,1.22001429374403,1.35150768675103,1.15302112703538,0.829067269833441,0.426402791181245,0.227603251629651,0.159347907183537,1926.26084218223,31.6974405953456,61.3276727401606,60.5298676767232,-0.114531269924225,0.125162332302735,0.872569127640528,0,-0.114531269924225,NA,TRUE,TRUE,TRUE,TRUE,22,1033,6,0.939763219972048,0.3561,0.60091875
"CDC5L core complex","HSPA8",0.998436795780268,1.15280287773905,0.859188699401702,0.92881161096789,0.978638071162445,0.909538717528106,0.589417777957438,0.37143515485302,0.333485303606729,0.264241432165146,1079.3138260321,18.7546193818678,59.4809900299633,56.9069061810755,-0.0636026961974759,0.22807694619724,0.947283787431555,0,-0.0636026961974759,NA,TRUE,TRUE,TRUE,TRUE,56,5749,6,0.939763219972048,0.3561,0.60091875
"CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex","HDAC2",0.998436795780268,0.98260475311535,1.0205629292287,0.944055108894031,0.829125356250775,0.774396612175114,0.375425084034415,0.273086600966954,0.236882153835007,0.207540826088031,796.349254143861,14.5398041986956,56.1136705756886,53.7655247860351,-0.0576769768610943,0.146982002075698,0.988921357641992,0,-0.0576769768610943,NA,TRUE,TRUE,TRUE,TRUE,10,456,4,0.547538181682058,0.0759,0.27324
"CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex","CHD4",0.998436795780268,0.842862200774277,0.840405521627086,0.852433659712836,0.627322957410468,0.468143000165788,0.289542915845158,0.222852036215766,0.218468828391119,0.210657767518878,491.20513189416,9.80987567084533,51.5945218548623,48.1248275285291,-0.0445813224806926,0.125638241275683,0.981173420100578,0,-0.0445813224806926,NA,TRUE,TRUE,TRUE,TRUE,29,467,4,0.547538181682058,0.0759,0.27324
"CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex","RBBP7",0.998436795780268,1.02239904026824,1.00337887848604,1.05898021213512,1.01431659928485,0.935536788366595,0.652355879809767,0.46346645565805,0.292426383568419,0.258202557879409,1043.39954184531,17.5332295230788,60.7974561986256,58.7518878810464,-0.0630395438828637,0.155092441337473,0.992181025739863,0,-0.0630395438828637,NA,TRUE,TRUE,TRUE,TRUE,15,854,4,0.547538181682058,0.0759,0.27324
"CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex","MTA2",0.998436795780268,0.854230658384205,0.939926029258323,0.800959661379985,0.569407094887411,0.417137312927984,0.235882773075397,0.215086585383869,0.185289152803821,0.173542070349597,641.427227704307,13.1438717479015,50.2147668523342,47.7123347913421,-0.0582261549287377,0.154697862413401,0.982573310371101,0,-0.0582261549287377,NA,TRUE,TRUE,TRUE,TRUE,20,477,4,0.547538181682058,0.0759,0.27324
"Cell cycle kinase complex CDC2","PCNA",0.998436795780268,0.998800358332507,0.806408560546697,0.956600472718538,0.896086050175899,0.672074447471208,0.435349016446818,0.248327970089871,0.162618748426278,0.14022584640627,609.523074033258,10.8739700987883,56.0534072349927,54.2576293914981,-0.0501210982758519,0,0.974570751797131,0,-0.0501210982758519,NA,TRUE,TRUE,TRUE,TRUE,18,1734,3,0.667613543407223,0.2184,0.467073267326733
"Cell cycle kinase complex CDC2","CCNB1",0.998436795780268,0.891735252919124,0.633325048541287,0.783844043172713,0.724599889532974,0.657436750438469,0.477983247336107,0.370760434272251,0.323836143872792,0.259322235919388,276.224583613254,4.94109453961886,55.9035212537831,48.6550902699312,-0.0255503855127297,0,0.912385789808383,0,-0.0255503855127297,NA,TRUE,TRUE,TRUE,TRUE,5,80,3,0.667613543407223,0.2184,0.467073267326733
"Cell cycle kinase complex CDC2","CDK1",0.998436795780268,0.891340677801179,0.59923989497422,0.609731670963103,0.371962720340157,0.275349403092777,0.133299507019904,0.119775362941836,0.0846210462160999,0.0885581428228596,531.916445908562,11.6778270222468,46.1659738918703,44.2750536824598,-0.0611933471780823,0.0722196564884668,0.983843428740244,0,-0.0611933471780823,NA,TRUE,TRUE,TRUE,TRUE,10,382,3,0.667613543407223,0.2184,0.467073267326733
"CEN complex","SUPT16H",0.998436795780268,0.961491534645475,1.12030078428874,1.03764218530067,0.95979543552179,0.876263938033395,0.506427142498708,0.437914046671855,0.364630053393242,0.309535998783444,1239.54704816411,22.2730337197151,58.5039119910417,55.2095872374862,-0.067459241872647,0.331152281902995,0.974654631074698,0,-0.067459241872647,NA,FALSE,TRUE,TRUE,TRUE,16,297,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","DHX38",0.998436795780268,1.02505662437238,0.912680693167169,0.78302008793804,0.606581166382447,0.38617706593658,0.434384838168058,0.28611956470831,0.280314682520865,0.304812491330415,853.735471720512,18.0181295675483,50.0659963070385,46.8099511451123,-0.0664324985383304,0.309684371018202,0.981195833181801,0,-0.0664324985383304,NA,FALSE,TRUE,TRUE,TRUE,3,30,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","ZFP91",0.998436795780268,1.01432595649145,1.32127491042288,1.01514736869569,1.00083943454787,1.10344595270117,0.838631822505539,0.611343629738264,0.576780776887317,0.765074369117189,14483.7104655744,250,NA,57.9311344908255,-0.376453168769266,0.651066254464002,0.713201224803789,NA,-0.376453168769266,NA,FALSE,TRUE,TRUE,TRUE,2,20,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","WDR11",0.998436795780268,0.93078625376414,1.10962160750356,0.986577099431699,0.931936355129621,1.56528580490977,0.416377889650796,0.333985666344039,0.294612026544238,0.264636204490668,9903.63666773053,172.64046741784,57.668001359295,57.3579833460858,-0.52842612982324,0.297743949016141,0.797146102118271,0,-0.52842612982324,NA,FALSE,TRUE,TRUE,TRUE,4,70,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","WTAP",0.998436795780268,0.963344608491399,1.02634484747969,0.91793712734825,0.857009645415885,0.81312869284834,0.531844774522805,0.537120536563584,0.558137821487135,0.469488219896846,725.144933504926,13.6968328642183,66.3154774323041,51.8522552765934,-0.0351094908235395,0.46841911367638,0.96186171767204,0,-0.0351094908235395,NA,FALSE,TRUE,TRUE,TRUE,7,170,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","RING1",0.998436795780268,0.939570703823626,1.40067227543769,0.906964467623217,0.846026658619049,0.743688397572241,0.524479063319145,0.455875615956468,0.404241275369713,0.375513481244207,902.653599614952,16.907882050794,58.3197146819233,52.6565335851167,-0.0497435593815632,0.380369927467385,0.808434401722894,0,-0.0497435593815632,NA,FALSE,TRUE,TRUE,TRUE,4,40,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","NUP93",0.998436795780268,0.897227886005365,0.884753031610869,0.808891056047016,0.596360346488664,0.505800788410028,0.273614427830361,0.244736759056987,0.204956385199548,0.168733086301368,498.439845306249,9.91129301980285,51.6027118914465,48.3712632782791,-0.0455404587295633,0.111421068782381,0.990756841072775,0,-0.0455404587295633,NA,TRUE,TRUE,TRUE,TRUE,24,498,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","RSF1",0.998436795780268,0.938567119729121,1.13115692583142,1.13663513403164,1.3030769934858,2.15079810200705,1.70959506981803,1.99534823352877,2.32765831286218,2.07672126604228,1737.70642977016,37.4495762010033,NA,46.2695140680659,0.1011726537698,1.5,0.306278648304151,NA,0.1011726537698,NA,FALSE,TRUE,TRUE,TRUE,8,100,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","SRRT",0.998436795780268,0.802846961586303,0.715534684444169,0.633937519780896,0.41719992704738,0.358964920598619,0.183287468333328,0.171472640870217,0.150945596204002,0.135114750755272,463.823035082216,10.0219103635189,47.3466747843744,44.5514405028191,-0.0505834180687315,0.100978711037089,0.986156757745384,0,-0.0505834180687315,NA,TRUE,TRUE,TRUE,TRUE,18,393,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","CENPH",0.998436795780268,0.907580713490698,1.22646853791684,0.89232374182538,0.792242026254832,0.90279152323051,0.460502619869524,0.378241882016804,0.238906927231397,0.216127393704667,730.412672010003,12.6996913932442,58.3466616175752,56.1440718623184,-0.0518737776696952,0.0828622104852148,0.903510730286018,0,-0.0518737776696952,NA,TRUE,TRUE,TRUE,TRUE,2,20,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","CBX3",0.998436795780268,1.01476209188246,0.933491859881916,1.01987922603117,1.00772014772569,1.05240355456871,0.911876007474119,0.974067081435113,0.840595360204515,0.794456477694478,1054.6634663037,14.4039394280387,NA,NA,NA,0,0.765123756461166,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,13,946,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","FBL",0.998436795780268,0.981919822116291,0.80245030606416,0.931491852530875,0.8496430573839,1.28611467434592,0.611744759661483,0.725309710302977,0.483776552493663,0.483559458663393,8076.57758172287,141.591389491433,NA,57.0300539297505,-0.270491623496389,0.564206390115545,0.669588620889767,NA,-0.270491623496389,NA,FALSE,TRUE,TRUE,TRUE,5,50,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","ZC3H13",0.998436795780268,0.93135271966389,1.04746902543553,1.05343640812161,0.904259188805292,0.676428275659146,0.429890108442836,0.430678988152532,0.384254481575391,0.286428105917196,1164.4813895527,22.175621037184,55.6098150197888,52.090355493677,-0.0686860741710734,0.354641895023336,0.974578678713586,0,-0.0686860741710734,NA,FALSE,TRUE,TRUE,TRUE,2,20,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","SMARCA5",0.998436795780268,0.936845778139442,0.95431345292986,0.907597724784976,0.818721602967155,1.49081675949909,0.533440673194299,0.480840703333939,0.352142592937531,0.299658721392901,6503.65873157146,113.42014530743,58.0611886342918,57.323484323065,-0.307933127142289,0.377472209259575,0.743009500141324,0,-0.307933127142289,NA,FALSE,TRUE,TRUE,TRUE,9,130,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","CENPM",0.998436795780268,0.867202714081374,0.948769458893107,0.727469657059442,0.573563925137797,0.530006627319098,0.300299131203084,0.259923815991414,0.180734219782705,0.166050386483384,438.226947702619,8.61154728378862,51.8144982940473,48.3671998401625,-0.0413714921605003,0.0713362105540368,0.971771921445616,0,-0.0413714921605003,NA,TRUE,TRUE,TRUE,TRUE,3,50,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","CUL4A",0.998436795780268,1.1163674260962,1.27760589104455,0.880039224105468,0.935108292709791,0.613156283351016,0.22177428627288,0.188330450667642,0.246902259764034,0.213994671349064,1639.60455280252,31.2904337781252,53.3110442101333,52.1869182495089,-0.118843581849359,0.207163920587236,0.933551491985379,0,-0.118843581849359,NA,TRUE,TRUE,TRUE,TRUE,1,20,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","DDB1",0.998436795780268,1.11582697308555,0.977510661482636,0.951467503727947,1.00332184493533,0.539393897494226,1.03801795073765,0.643386499703574,0.367288375641007,0.292095575320733,3717.36600916352,59.8692929515461,63.0718964860167,62.0221903330959,-0.168232889994602,0.30287003063155,0.720511249167716,0,-0.168232889994602,NA,FALSE,TRUE,TRUE,TRUE,47,1441,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","SSRP1",0.998436795780268,0.946295385910993,0.959633386109362,1.10660075210388,1.16229209437482,0.696596412315291,0.491978497220598,0.363459438651253,0.27272202970777,0.256880838376858,1211.39377312553,22.1620886546613,56.7432824590465,54.2214241155644,-0.0737442569916993,0.278329401125887,0.934809324622296,0,-0.0737442569916993,NA,TRUE,TRUE,TRUE,TRUE,12,249,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","RNF2",0.998436795780268,0.941742243941709,1.03800553825817,0.954864111143636,0.905530547426537,0.901240312236383,0.727008991040166,0.715052828858288,0.572333141692945,0.495050783664803,459.090850286843,6.7555057838202,NA,62.7475125434046,-0.0269722589299687,0,0.956856913073732,NA,-0.0269722589299687,NA,TRUE,TRUE,TRUE,TRUE,10,180,20,1.07196264662365,0.3829,0.621852631578947
"CEN complex","HSPA8",0.998436795780268,1.15280287773905,0.859188699401702,0.92881161096789,0.978638071162445,0.909538717528106,0.589417777957438,0.37143515485302,0.333485303606729,0.264241432165146,1079.3138260321,18.7546193818678,59.4809900299633,56.9069061810755,-0.0636026961974759,0.22807694619724,0.947283787431555,0,-0.0636026961974759,NA,TRUE,TRUE,TRUE,TRUE,56,5749,20,1.07196264662365,0.3829,0.621852631578947
"CENP-A nucleosomal complex","SSRP1",0.998436795780268,0.946295385910993,0.959633386109362,1.10660075210388,1.16229209437482,0.696596412315291,0.491978497220598,0.363459438651253,0.27272202970777,0.256880838376858,1211.39377312553,22.1620886546613,56.7432824590465,54.2214241155644,-0.0737442569916993,0.278329401125887,0.934809324622296,0,-0.0737442569916993,NA,TRUE,TRUE,TRUE,TRUE,12,249,4,2.03369376326392,0.9063,0.944183922829582
"CENP-A nucleosomal complex","RSF1",0.998436795780268,0.938567119729121,1.13115692583142,1.13663513403164,1.3030769934858,2.15079810200705,1.70959506981803,1.99534823352877,2.32765831286218,2.07672126604228,1737.70642977016,37.4495762010033,NA,46.2695140680659,0.1011726537698,1.5,0.306278648304151,NA,0.1011726537698,NA,FALSE,TRUE,TRUE,TRUE,8,100,4,2.03369376326392,0.9063,0.944183922829582
"CENP-A nucleosomal complex","CENPH",0.998436795780268,0.907580713490698,1.22646853791684,0.89232374182538,0.792242026254832,0.90279152323051,0.460502619869524,0.378241882016804,0.238906927231397,0.216127393704667,730.412672010003,12.6996913932442,58.3466616175752,56.1440718623184,-0.0518737776696952,0.0828622104852148,0.903510730286018,0,-0.0518737776696952,NA,TRUE,TRUE,TRUE,TRUE,2,20,4,2.03369376326392,0.9063,0.944183922829582
"CENP-A nucleosomal complex","SUPT16H",0.998436795780268,0.961491534645475,1.12030078428874,1.03764218530067,0.95979543552179,0.876263938033395,0.506427142498708,0.437914046671855,0.364630053393242,0.309535998783444,1239.54704816411,22.2730337197151,58.5039119910417,55.2095872374862,-0.067459241872647,0.331152281902995,0.974654631074698,0,-0.067459241872647,NA,FALSE,TRUE,TRUE,TRUE,16,297,4,2.03369376326392,0.9063,0.944183922829582
"CF IIAm complex (Cleavage factor IIAm complex)","NUDT21",0.998436795780268,0.979823192536843,0.947059003715719,0.974869344211933,0.921627851107997,0.440420659412633,0.239416823239965,0.122135399494233,0.066381499919424,0.0723511363151655,1292.49734456813,24.9606490672529,52.2411262285958,51.4524669579621,-0.109323195127566,0.0986016495762918,0.990158956034626,0,-0.109323195127566,NA,TRUE,TRUE,TRUE,TRUE,16,428,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","CPSF6",0.998436795780268,0.917860417041278,1.22576637950277,1.00074093150131,0.914496841966449,0.89204640293273,0.430521061458856,0.29810814139465,0.237579374484812,0.198052307294772,1342.41717402589,24.0001303993615,57.1869762710416,55.5497576174227,-0.0859242005230978,0.204505490510423,0.94965525043411,0,-0.0859242005230978,NA,TRUE,TRUE,TRUE,TRUE,14,775,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","CAPRIN1",0.998436795780268,1.01680053375515,0.991464565432936,1.07526352794656,1.15334089717452,1.55508473937079,1.67777838303164,1.91458824170006,1.84881445010913,1.88629073665821,9352.61992596921,192.820348612586,NA,48.4991016897924,0.496968857253557,1.5,0.665169795717667,NA,0.496968857253557,NA,FALSE,TRUE,TRUE,TRUE,22,1060,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","PTBP1",0.998436795780268,0.935485257544935,0.993900668705492,0.896494102027371,0.689278802067629,0.545869844526231,0.325119910684717,0.274005019613987,0.249467540674107,0.238711826473656,712.20458364164,14.065389607049,52.7736771520102,49.6446816329325,-0.0554517516133463,0.217219869362179,0.991074567714967,0,-0.0554517516133463,NA,TRUE,TRUE,TRUE,TRUE,19,700,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","DHX16",0.998436795780268,0.90174844384084,0.856803539667684,0.76391600547993,0.537513823165835,0.269898062294232,0.187465833568351,0.148686990602547,0.142330534694555,0.125321541376836,719.659150347189,15.0631808149065,48.6501705510129,46.9577381198557,-0.0706946381255762,0.118557908536548,0.995249116018851,0,-0.0706946381255762,NA,TRUE,TRUE,TRUE,TRUE,5,60,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","CPSF7",0.998436795780268,0.878189344661106,0.890356780110761,0.796379644780201,0.650384734740293,0.439021427356326,0.21163367246308,0.168203697004542,0.148204264146617,0.139992322938239,553.223189340621,11.0108442163348,50.9420038487021,48.6715568497301,-0.0526116908688051,0.0700685699888913,0.992892805803824,0,-0.0526116908688051,NA,TRUE,TRUE,TRUE,TRUE,12,460,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","SFPQ",0.998436795780268,0.963800402872397,0.887655253472574,0.880010615537004,0.670785924509886,0.529299212175707,0.226713978656569,0.182618548468112,0.127295883458637,0.124154405264097,585.46449215876,11.3225670547348,52.1621028607601,50.1735854546554,-0.0537839604321524,0.0469581990090545,0.994710323447492,0,-0.0537839604321524,NA,TRUE,TRUE,TRUE,TRUE,39,2038,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","U2AF1",0.998436795780268,0.74005995095826,0.566078043903076,0.555663273850911,0.32217871056265,0.139919081326705,0.0713581085905454,0.0870230112640885,0.0589947852401971,0.0571921316733914,511.071183675488,11.4726385970692,44.7870862582857,43.257973867793,-0.0643444251360882,0.0298269204232623,0.978480241445495,0,-0.0643444251360882,NA,TRUE,TRUE,TRUE,TRUE,8,199,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","CPSF3",0.998436795780268,1.02327356032369,1.03060818788224,0.950772734249589,0.850903160665559,0.714493783941455,0.556013244706652,0.510823925747075,0.345129568998068,0.268352741857697,482.537635010073,8.06227060342388,59.9999543041945,56.5062834948428,-0.0353559421937778,0.00988651095585905,0.977077089055462,0,-0.0353559421937778,NA,TRUE,TRUE,TRUE,TRUE,14,180,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","U2AF2",0.998436795780268,0.878076527126076,0.964286029990936,0.871694619849835,0.708903087980111,0.44701154450795,0.16997375489319,0.135888543282689,0.100058779310243,0.0764091738012192,721.739784473692,14.1391506082928,51.4196578962624,50.0569581893795,-0.067171812351648,0.0488855247556293,0.99033044073751,0,-0.067171812351648,NA,TRUE,TRUE,TRUE,TRUE,12,341,11,1.08179466973698,0.4636,0.682756363636364
"CF IIAm complex (Cleavage factor IIAm complex)","TJP1",0.998436795780268,0.980857775652214,1.09263479296868,1.01441319076491,0.902615330791896,0.666564536575008,0.436097562187084,0.292907900055455,0.291008044535635,0.247294242598928,974.937178263644,18.2289045192831,55.5973459033209,52.851856393082,-0.0646711529765719,0.25001964929129,0.985947045466298,0,-0.0646711529765719,NA,TRUE,TRUE,TRUE,TRUE,8,110,11,1.08179466973698,0.4636,0.682756363636364
"CHIP-HSC70-TAU-UBCH5B complex","STUB1",0.998436795780268,0.897705949234358,0.868038232266392,0.779104050125523,0.609578763811342,0.48912087608429,0.338950468903923,0.271546959858308,0.273612700647975,0.268697441556627,518.756638045624,10.6285568876828,51.5787375825514,47.1751341538229,-0.0440903473286706,0.217516886499039,0.994980959811089,0,-0.0440903473286706,NA,TRUE,TRUE,TRUE,TRUE,13,426,4,1.12686632901377,0.5861,0.77303661971831
"CHIP-HSC70-TAU-UBCH5B complex","HSPA8",0.998436795780268,1.15280287773905,0.859188699401702,0.92881161096789,0.978638071162445,0.909538717528106,0.589417777957438,0.37143515485302,0.333485303606729,0.264241432165146,1079.3138260321,18.7546193818678,59.4809900299633,56.9069061810755,-0.0636026961974759,0.22807694619724,0.947283787431555,0,-0.0636026961974759,NA,TRUE,TRUE,TRUE,TRUE,56,5749,4,1.12686632901377,0.5861,0.77303661971831
"CHIP-HSC70-TAU-UBCH5B complex","UBE2D2",0.998436795780268,0.979495003813424,0.828364021410953,0.951481275761678,0.922665436551481,1.17946219394592,0.500956020396127,0.15227409167881,0.07104609075724,0.0764603873769856,3562.55932851326,61.7200256978117,57.919101029888,57.6607834748973,-0.242169788317188,0.0950298958152948,0.954778419429281,0,-0.242169788317188,NA,TRUE,TRUE,TRUE,TRUE,3,39,4,1.12686632901377,0.5861,0.77303661971831
"CHIP-HSC70-TAU-UBCH5B complex","MAPT",0.998436795780268,0.963216741385049,0.893218575701648,1.02656531742698,1.02082284012613,1.33869425920096,0.92855732903781,0.998638952665781,1.04410713832011,0.989541389422754,12105.4138853034,250,NA,48.4185568874219,0.0773306471921856,1.05990781335964,0.108626452367087,NA,0.0773306471921856,NA,FALSE,TRUE,TRUE,TRUE,5,85,4,1.12686632901377,0.5861,0.77303661971831
"Chromatin assembly complex (CAF-1 complex)","RBBP4",0.998436795780268,0.982734984527413,0.977532843371967,1.05589336806459,1.03872735332368,1.06765963856847,0.824437079271849,0.586342077309017,0.372181702745118,0.312372987587258,1431.27154975311,23.2174393537716,63.0548496439512,61.1945328033438,-0.075661605621283,0.202324936010152,0.982321598706874,0,-0.075661605621283,NA,TRUE,TRUE,TRUE,TRUE,7,415,3,1.08966802841136,0.5707,0.762502268041237
"Chromatin assembly complex (CAF-1 complex)","CHAF1A",0.998436795780268,0.984790692226214,1.1733792841054,1.11883414480304,1.10009850744069,2.50707528279061,0.637990503759006,0.364045674173123,0.339769539726857,0.251752280528795,6499.25153235836,112.373412822438,58.3621736519424,57.8178925796966,-0.331188051083821,0.318394128369611,0.390871021775667,0,-0.331188051083821,NA,FALSE,TRUE,TRUE,TRUE,3,30,3,1.08966802841136,0.5707,0.762502268041237
"Chromatin assembly complex (CAF-1 complex)","CHAF1B",0.998436795780268,1.01360601472121,1.13917391118931,1.30196088357916,1.28454773774507,1.29904504153433,0.625289651702117,0.370297870255811,0.280667757800657,0.285652439960447,3914.23986431828,67.7567222980294,58.6033836497339,57.7187667364901,-0.20266219742769,0.309446579477158,0.826631080703516,0,-0.20266219742769,NA,FALSE,TRUE,TRUE,TRUE,9,254,3,1.08966802841136,0.5707,0.762502268041237
"CHTF18-RFC2-5 complex","RFC5",0.998436795780268,0.828858505878719,0.825032708741869,0.631701771510978,0.481683203438154,0.358236634753324,0.216864084589287,0.170696872123359,0.184934252698136,0.171435567366444,522.164970214267,11.1599410883081,48.1690128999407,45.3622780635474,-0.0531072235523487,0.13680695886289,0.986880768955574,0,-0.0531072235523487,NA,TRUE,TRUE,TRUE,TRUE,3,40,4,0.195855509946406,2.22044604925031e-16,1.02774931422443e-14
